Sample	Node	XGB	RF	RF_Adenoviridae	RF_Anelloviridae	RF_Arenaviridae	RF_Astroviridae	RF_Bornaviridae	RF_Caliciviridae	RF_Circoviridae	RF_Coronaviridae	RF_Filoviridae	RF_Flaviviridae	RF_Genomoviridae	RF_Hantaviridae	RF_Hepadnaviridae	RF_Hepeviridae	RF_Kolmioviridae	RF_Matonaviridae	RF_Nairoviridae	RF_Orthoherpesviridae	RF_Orthomyxoviridae	RF_Papillomaviridae	RF_Paramyxoviridae	RF_Parvoviridae	RF_Peribunyaviridae	RF_Phenuiviridae	RF_Picornaviridae	RF_Pneumoviridae	RF_Polyomaviridae	RF_Poxviridae	RF_Redondoviridae	RF_Retroviridae	RF_Rhabdoviridae	RF_Sedoreoviridae	RF_Spinareoviridae	RF_Togaviridae	XGB_Adenoviridae	XGB_Anelloviridae	XGB_Arenaviridae	XGB_Astroviridae	XGB_Bornaviridae	XGB_Caliciviridae	XGB_Circoviridae	XGB_Coronaviridae	XGB_Filoviridae	XGB_Flaviviridae	XGB_Genomoviridae	XGB_Hantaviridae	XGB_Hepadnaviridae	XGB_Hepeviridae	XGB_Kolmioviridae	XGB_Matonaviridae	XGB_Nairoviridae	XGB_Orthoherpesviridae	XGB_Orthomyxoviridae	XGB_Papillomaviridae	XGB_Paramyxoviridae	XGB_Parvoviridae	XGB_Peribunyaviridae	XGB_Phenuiviridae	XGB_Picornaviridae	XGB_Pneumoviridae	XGB_Polyomaviridae	XGB_Poxviridae	XGB_Redondoviridae	XGB_Retroviridae	XGB_Rhabdoviridae	XGB_Sedoreoviridae	XGB_Spinareoviridae	XGB_Togaviridae	GC_Content	Length	protein_profiles	stitle	pident	evalue	bitscore
FN16	NODE_250_length_1490_cov_4.873319	Sedoreoviridae	Sedoreoviridae	0.0	0.01	0.0	0.0	0.0	0.01	0.05	0.0	0.0	0.09	0.09	0.0	0.06	0.05	0.06	0.07	0.0	0.07	0.02	0.0	0.02	0.0	0.04	0.01	0.0	0.0	0.0	0.02	0.0	0.03	0.0	0.22	0.08	0.0	1.209.734	12.119.395	10.786.997	25.698.561	13.326.835	1.139.164	2.564.377	11.520.827	8.597.143	2.463.037	9.272.014	370.547	23.207.695	12.719.781	17.706.566	14.011.496	12.202.235	7.404.232	7.192.518	12.237.242	3.327.022	11.289.926	17.748.815	12.229.893	12.293.571	10.947.118	10.532.535	11.780.878	37.190.483	2.491.448	10.368.206	79.990.685	13.367.443	12.713.742	61.07	1490	MFS_1, Sugar_tr	D-galactonate transporter [Bradyrhizobium erythrophlei]	93.857	3,34E-136	452.0
FN16	NODE_226_length_1549_cov_25.813859	Sedoreoviridae	Sedoreoviridae	0.0	0.09	0.0	0.04	0.0	0.01	0.03	0.0	0.0	0.11	0.1	0.0	0.01	0.03	0.02	0.02	0.01	0.05	0.05	0.0	0.01	0.01	0.02	0.01	0.02	0.01	0.0	0.01	0.0	0.0	0.0	0.23	0.11	0.0	22.398.965	29.601.194	2.350.644	34.913.542	2.467.545	2.109.232	46.043.154	21.420.335	15.918.135	67.209.937	15.126.145	16.324.057	52.498.877	21.346.128	21.115.353	25.840.532	16.943.605	14.763.888	17.588.032	22.658.005	2.038.218	24.596.439	22.348.822	62.442.464	22.762.297	18.045.784	19.501.635	21.813.016	5.233.756	15.997.568	19.197.367	6.803.021	33.196.736	2.354.027	57.0	1549	Phage_integrase	tyrosine-type recombinase/integrase [Bradyrhizobium sp.]	80.0	2.81e-51	190.0
FN16	NODE_222_length_1566_cov_11.667562	Sedoreoviridae	Flaviviridae	0.01	0.12	0.0	0.01	0.0	0.02	0.05	0.0	0.0	0.13	0.02	0.0	0.02	0.02	0.07	0.07	0.0	0.05	0.1	0.0	0.01	0.03	0.02	0.05	0.02	0.01	0.0	0.0	0.0	0.01	0.01	0.12	0.02	0.01	10.883.215	12.398.609	8.027.121	9.626.949	9.416.151	10.248.347	17.365.815	11.617.357	77.343.127	18.628.817	974.612	10.386.847	11.097.671	10.371.668	18.444.598	90.626.115	12.145.256	37.650.783	1.005.004	110.090.785	704.749	13.175.513	70.239.347	10.049.278	11.059.758	8.610.273	947.546	1.059.852	8.995.447	11.151.126	9.327.623	5.519.063	12.298.931	9.941.568	56.77	1566	Acetyltransf_1, Acetyltransf_10, Acetyltransf_7	MULTISPECIES: GNAT family acetyltransferase [unclassified Mesorhizobium]	87.591	4.34e-81	260.0
FN16	NODE_149_length_1808_cov_8.837666	Sedoreoviridae	Sedoreoviridae	0.01	0.06	0.0	0.01	0.0	0.01	0.02	0.0	0.0	0.11	0.12	0.0	0.05	0.07	0.05	0.04	0.0	0.02	0.05	0.0	0.04	0.01	0.03	0.02	0.01	0.0	0.0	0.02	0.0	0.07	0.0	0.14	0.04	0.0	5,90E+01	101.749.545	7,06E+01	20.798.933	6,50E+02	5,55E+02	11.092.785	5,03E+01	4,19E+02	6,98E+01	9,85E+00	8,03E+00	9,89E+01	5,62E+01	20.653.574	6,81E+01	7,70E+01	46.952.075	3,36E+02	5,97E+02	11.224.218	6,15E+02	130.517	4,50E+02	5,99E+01	4,67E-01	5,14E+01	5,74E+01	1.890.648	82.925.183	4,54E+01	99.505.204	11.765.611	6,20E+01	59.62	1808	RVT_1, Intron_maturas2	reverse transcriptase domain-containing protein [Pelagerythrobacter aerophilus]	95.349	0.0	1118.0
FN16	NODE_89_length_2113_cov_4.576621	Sedoreoviridae	Sedoreoviridae	0.01	0.03	0.0	0.02	0.0	0.0	0.03	0.0	0.0	0.12	0.05	0.0	0.02	0.01	0.07	0.11	0.0	0.05	0.03	0.0	0.0	0.0	0.05	0.01	0.02	0.0	0.0	0.02	0.01	0.0	0.0	0.29	0.05	0.0	9.821.113	10.773.492	72.437.484	11.647.961	9.090.788	9.248.202	34.717.012	83.792.163	6.979.515	15.986.427	66.322.526	7.359.986	84.886.025	12.088.843	14.679.389	14.026.392	11.533.434	6.121.544	6.708.093	9.934.693	15.084.943	8.313.743	74.255.146	13.633.972	9.980.428	88.873.215	8.550.742	9.564.201	17.731.596	15.140.965	7.565.062	9.250.572	14.471.466	10.321.534	62.09	2113	Abhydrolase_1, Abhydrolase_6, Hydrolase_4	alpha/beta fold hydrolase [Paracoccus xiamenensis]	90.566	7.39e-171	501.0
FN16	NODE_92_length_2082_cov_14.228928	Sedoreoviridae	Sedoreoviridae	0.01	0.03	0.0	0.03	0.0	0.01	0.05	0.0	0.0	0.15	0.07	0.0	0.01	0.06	0.11	0.04	0.02	0.02	0.02	0.0	0.01	0.01	0.01	0.01	0.0	0.0	0.0	0.03	0.0	0.0	0.01	0.21	0.08	0.0	5.782.448	74.680.727	42.649.545	9.346.591	63.701.393	5.445.131	10.821.503	61.725.075	41.093.794	9.354.426	39.049.193	48.123.165	4.997.896	60.799.713	7.464.349	496.923	39.374.176	4.409.156	6.614.125	58.493.214	888.167	53.965.133	40.329.397	71.749.208	58.762.482	45.747.925	50.344.826	56.311.847	9.255.156	5.416.888	4.955.934	701.944	2.874.764	6.077.084	59.99	2082	MFS_1, Sugar_tr	MFS transporter [Bradyrhizobium sp.]	78.601	0.0	697.0
FN16	NODE_54_length_2708_cov_304.278601	Anelloviridae	Anelloviridae	0.01	0.52	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.02	0.03	0.0	0.0	0.0	0.02	0.0	0.04	0.01	0.02	0.01	0.03	0.02	0.03	0.02	0.01	0.0	0.0	0.15	0.0	0.05	0.0	0.0	20.597.044	88.524.723	15.191.741	2.043.975	1.336.907	19.395.514	18.450.319	19.473.535	14.637.584	11.518.563	96.576.335	13.919.749	34.734.916	15.301.746	36.520.103	14.158.991	24.211.595	22.915.832	7.889.967	20.835.246	15.158.383	26.293.998	14.549.779	14.004.861	22.864.225	4.809.009	2.066.917	20.058.234	21.724.286	71.613	15.865.599	46.111.834	35.367.407	16.712.908	41.1	2708	DUF755, TT_ORF2	MAG: ORF1 [Torque teno midi virus]	98.321	0.0	1144.0
FN16	NODE_35_length_3010_cov_2596.916127	Anelloviridae	Anelloviridae	0.0	0.93	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.01	0.01	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.01	0.0	3,03E+01	99.990.237	2,57E+01	2,82E+01	2,26E+01	3,28E+00	1,94E+00	3,29E+01	2,47E-01	2,85E+01	2,79E+01	2,16E+01	4,26E+01	2,95E+00	2,89E+01	3,14E+01	4,38E+00	3,04E+01	1,16E+01	3,52E+01	3,27E+01	2,94E+01	2,24E+01	3,44E+01	3,86E+00	2,75E+00	3,03E+01	3,39E+01	2,11E+01	4,53E+00	2,98E+01	1,79E+01	2,81E+01	3,66E+00	50.66	3010	TT_ORF1	ORF1 [Anelloviridae sp.]	97.262	0.0	1280.0
FN16	NODE_18_length_3790_cov_4.253973	Sedoreoviridae	Sedoreoviridae	0.0	0.03	0.0	0.02	0.0	0.01	0.07	0.0	0.0	0.22	0.07	0.0	0.02	0.03	0.06	0.08	0.0	0.06	0.0	0.0	0.01	0.0	0.02	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.23	0.06	0.0	28.625.312	32.214.506	34.246.068	3.846.212	31.534.606	26.955.453	11.217.459	34.662.737	2.034.298	37.455.184	35.712.677	39.099.683	32.414.263	30.098.166	7.470.009	2.991.579	18.796.426	25.683.902	13.819.729	2.895.636	5.371.625	3.143.363	22.126.953	25.851.817	29.089.646	2.264.695	249.226	27.876.487	4.446.698	26.281.145	24.533.754	83.563.614	3.235.822	30.083.875	63.14	3790	MFS_1, Sugar_tr, MFS_2, TRI12	aldolase/citrate lyase family protein [Amycolatopsis sp. NPDC051371]	58.185	0.0	590.0
FN16	NODE_111_length_1970_cov_8.863180	Sedoreoviridae	Sedoreoviridae	0.01	0.06	0.0	0.03	0.0	0.0	0.06	0.0	0.0	0.12	0.12	0.0	0.03	0.03	0.05	0.05	0.02	0.03	0.03	0.0	0.0	0.01	0.02	0.01	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.1	0.0	35.612.253	4.163.109	37.373.037	4.293.221	39.231.656	33.534.812	39.551.235	33.915.113	25.308.346	335.947	2.835.961	26.132.148	6.467.423	4.383.525	29.607.748	44.339.867	23.422.216	42.743.225	32.686.265	36.024.102	5.469.935	33.235.387	34.580.287	50.621.014	36.189.922	32.226.222	31.005.773	34.680.653	44.769.617	30.096.178	30.522.016	76.336.235	23.953.669	37.426.827	56.95	1970	FAD-oxidase_C, FAD_binding_4, MFS_1	FAD-linked oxidase C-terminal domain-containing protein [Streptomyces sp. AcH 505]	99.451	0.0	696.0
FN16	NODE_17_length_3835_cov_4.032198	Sedoreoviridae	Sedoreoviridae	0.01	0.04	0.0	0.01	0.0	0.0	0.01	0.0	0.0	0.18	0.08	0.0	0.01	0.02	0.09	0.02	0.0	0.04	0.04	0.0	0.03	0.0	0.04	0.0	0.02	0.0	0.0	0.01	0.0	0.01	0.01	0.28	0.05	0.0	6.344.564	3.960.188	5.262.768	56.122.034	5.489.312	59.744.557	6.494.104	54.130.796	4.508.857	6.411.061	42.845.212	42.462.554	54.837.475	7.809.549	15.110.187	71.989.377	41.728.276	55.115.297	35.018.867	6.417.937	10.744.684	6.613.378	5.503.097	37.723.496	6.447.482	50.195.134	55.238.875	6.178.595	5.862.868	6.155.511	5.437.703	5.856.827	13.301.797	66.678.417	59.17	3835	NAD_binding_10, 3Beta_HSD, Epimerase, GDP_Man_Dehyd, NAD_binding_4, NmrA, RmlD_sub_bind	M24 family metallopeptidase [Azospirillum sp. B4]	77.419	0.0	650.0
FN16	NODE_356_length_1264_cov_2.969671	Sedoreoviridae	Sedoreoviridae	0.01	0.07	0.0	0.03	0.0	0.0	0.02	0.0	0.0	0.09	0.07	0.0	0.01	0.1	0.04	0.1	0.0	0.07	0.04	0.0	0.03	0.0	0.01	0.04	0.01	0.0	0.0	0.01	0.0	0.0	0.0	0.19	0.06	0.0	18.715.118	2.969.326	22.928.559	22.561.937	19.481.552	1.762.337	4.018.174	229.226	13.300.161	12.204.297	114.746.485	27.622.539	16.175.886	23.036.504	2.739.284	22.039.122	14.656.885	53.430.833	4.456.192	28.529.938	20.671.522	15.842.665	56.672.604	73.975.977	19.018.697	19.419.384	16.294.299	18.225.539	37.662.066	11.886.919	7.085.221	39.542.034	3.692.188	17.095.823	64.16	1264	MFS_1	MFS transporter [Bradyrhizobium prioriisuperbiae]	89.439	2,32E-134	444.0
FN16	NODE_360_length_1257_cov_4.822881	Sedoreoviridae	Sedoreoviridae	0.0	0.07	0.0	0.02	0.0	0.0	0.06	0.01	0.0	0.11	0.09	0.01	0.01	0.06	0.03	0.04	0.0	0.07	0.08	0.0	0.01	0.0	0.03	0.03	0.01	0.0	0.0	0.0	0.0	0.0	0.01	0.18	0.07	0.0	8.226.667	11.122.888	8.122.673	32.220.114	7.117.706	7.746.767	15.857.337	8.681.909	5.846.398	5.527.375	655.126	8.424.126	71.104.867	10.126.234	12.041.167	70.697.046	8.513.939	35.940.126	15.733.544	8.321.807	16.710.073	8.625.202	6.698.286	73.375.837	8.360.115	65.085.394	71.625.384	8.011.464	12.779.424	3.626.247	70.507.876	47.435.132	5.361.737	75.148.717	57.36	1257	LysR_substrate, MFS_1, Sugar_tr, MFS_4	MFS transporter, AAHS family, 4-hydroxybenzoate transporter [Bradyrhizobium erythrophlei]	63.38	1,73E-50	230.0
FN16	NODE_2170_length_502_cov_3.047059	Pneumoviridae	Sedoreoviridae	0.01	0.05	0.0	0.03	0.0	0.02	0.02	0.0	0.0	0.12	0.02	0.02	0.04	0.04	0.02	0.12	0.01	0.07	0.1	0.0	0.04	0.01	0.01	0.07	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.14	0.03	0.0	1.564.028	16.018.769	2.742.495	7.923.659	12.786.583	14.727.901	24.989.971	10.141.239	13.517.409	12.174.365	16.225.014	38.086.083	5.639.018	17.158.674	25.741.803	19.473.295	23.730.467	9.227.422	4.195.617	26.650.364	16.136.486	16.438.477	8.289.976	16.527.937	15.893.981	25.182.706	13.617.192	15.231.136	16.318.541	21.280.205	53.216.117	19.795.811	44.827.282	16.437.207	65.94	502	Abhydrolase_6	alpha/beta fold hydrolase [Bradyrhizobium prioriisuperbiae]	78.014	3.41e-67	216.0
FN16	NODE_2162_length_503_cov_2.053991	Orthoherpesviridae	Anelloviridae	0.0	0.14	0.01	0.01	0.0	0.0	0.02	0.0	0.0	0.13	0.04	0.0	0.03	0.09	0.0	0.13	0.01	0.06	0.04	0.0	0.03	0.0	0.01	0.08	0.01	0.0	0.0	0.0	0.0	0.01	0.0	0.14	0.01	0.0	18.003.577	7.836.077	21.130.657	21.352.463	12.366.906	16.953.344	2.926.888	17.145.604	127.945	32.963.117	23.145.222	2.843.465	48.096.213	18.929.912	4.022.399	21.720.633	42.332.527	37.813.658	4.433.672	2.744.524	8.242.853	15.240.342	8.073.933	5.517.781	19.985.298	2.865.422	15.674.797	17.532.619	4.423.496	2.862.957	19.323.061	8.185.115	49.580.266	16.445.856	61.03	503	NAD_binding_10, Epimerase, NmrA	NAD(P)-dependent oxidoreductase [Pseudomonadota bacterium]	83.824	4,24E-11	112.0
FN16	NODE_1620_length_590_cov_21.970760	Sedoreoviridae	Sedoreoviridae	0.0	0.08	0.0	0.01	0.0	0.01	0.06	0.0	0.0	0.11	0.09	0.01	0.06	0.07	0.03	0.0	0.01	0.04	0.03	0.0	0.03	0.01	0.02	0.04	0.02	0.0	0.0	0.0	0.0	0.01	0.02	0.16	0.08	0.0	6.296.272	1.189.192	66.075.794	12.278.674	69.361.844	5.928.978	11.498.897	53.718.756	54.416.724	4.168.574	39.082.924	1.116.996	12.258.923	60.003.257	15.560.337	7.292.531	8.313.568	5.018.366	767.127	6.369.087	22.824.474	66.012.907	12.439.458	341.359	6.989.322	49.813.045	54.818.427	61.315.636	12.712.645	16.192.397	6.757.726	5.114.149	43.511.367	66.170.894	53.22	590	MFS_1	MFS transporter [Streptomyces sp. AcH 505]	100.0	3.65e-122	363.0
FN16	NODE_1576_length_600_cov_3.080306	Sedoreoviridae	Sedoreoviridae	0.0	0.08	0.0	0.02	0.0	0.01	0.03	0.0	0.0	0.14	0.08	0.0	0.02	0.06	0.07	0.11	0.01	0.05	0.02	0.0	0.0	0.01	0.01	0.03	0.0	0.0	0.0	0.01	0.0	0.01	0.01	0.19	0.03	0.0	9,96E+01	970.199	1.306.423	22.825.784	8,62E+01	9,38E+02	12.441.674	10.883.888	7,08E+02	9,37E+01	12.804.751	25.474.108	8,61E+02	10.927.174	42.482.765	10.197.424	32.607.865	12.150.183	21.735.707	15.183.675	45.115.754	10.442.724	73.658.087	20.226.962	11.056.571	68.228.017	8,67E+01	9,70E+01	6.344.887	25.041.528	7,67E+01	9.499.618	19.900.585	9,10E+02	65.67	600	MFS_1, Sugar_tr	MFS transporter [Bradyrhizobium sp. cf659]	79.518	1,67E-65	260.0
FN16	NODE_1418_length_635_cov_2.069892	Sedoreoviridae	Sedoreoviridae	0.0	0.1	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.12	0.12	0.0	0.06	0.05	0.06	0.03	0.0	0.03	0.02	0.0	0.03	0.02	0.03	0.04	0.01	0.01	0.0	0.0	0.0	0.01	0.0	0.19	0.05	0.0	16.176.519	1.453.646	21.217.815	54.779.286	17.820.598	15.232.868	30.273.383	1.958.836	1.149.608	22.573.024	11.256.824	13.988.015	64.575.667	15.159.689	37.859.778	18.354.888	1.722.646	1.023.365	9.114.487	16.363.598	14.833.746	16.903.576	5.271.613	1.888.319	1.795.713	9.096.394	1.408.407	15.753.356	12.458.333	1.749.233	24.616.828	4.346.979	10.396.581	17.000.771	58.27	635	Acetyltransf_1, Acetyltransf_10, Acetyltransf_7	GNAT family N-acetyltransferase [Bradyrhizobium elkanii]	85.606	6.46e-73	228.0
FN16	NODE_1362_length_649_cov_2.365385	Sedoreoviridae	Sedoreoviridae	0.0	0.06	0.0	0.01	0.0	0.0	0.04	0.0	0.0	0.12	0.1	0.0	0.03	0.07	0.07	0.08	0.01	0.03	0.06	0.01	0.02	0.0	0.02	0.02	0.0	0.0	0.0	0.02	0.01	0.0	0.0	0.16	0.06	0.0	4.767.642	15.080.293	5.462.827	56.544.817	5.252.194	4.489.521	9.786.525	8.335.319	33.881.927	16.165.895	4.671.962	34.479.124	5.116.877	4.543.547	17.401.597	39.700.842	7.592.285	43.531.105	7.641.043	4.822.779	14.494.404	4.507.748	31.288.513	56.528.775	4.844.978	3.841.065	41.509.424	46.429.224	4.995.972	50.991.274	11.248.074	37.282.744	14.676.625	501.057	59.63	649	Beta-lactamase2	class A beta-lactamase [Methylosinus sp. C49]	84.466	1.94e-51	179.0
FN16	NODE_1237_length_684_cov_5.481054	Spinareoviridae	Anelloviridae	0.0	0.14	0.01	0.14	0.01	0.0	0.03	0.0	0.0	0.05	0.02	0.04	0.11	0.0	0.02	0.0	0.03	0.01	0.06	0.0	0.03	0.01	0.04	0.02	0.02	0.0	0.0	0.0	0.0	0.02	0.04	0.12	0.02	0.01	6.537.057	38.188.078	1.328.335	83.011.515	65.563.903	6.155.719	15.657.391	10.238.808	5.649.776	25.643.567	687.075	25.344.094	9.371.372	61.261.468	8.038.533	6.485.196	21.425.929	9.137.362	64.618.257	9.965.302	6.163.301	6.180.709	16.071.564	9.715.843	6.643.097	76.235.407	5.691.482	63.660.517	6.762.835	12.852.503	15.565.243	7.835.682	23.950.417	68.701.436	51.17	684	PDZ, PDZ_2, PDZ_6, Peptidase_M50, Trypsin, Trypsin_2	trypsin-like peptidase domain-containing protein [Thermicanus aegyptius]	81.765	2,72E-74	281.0
FN16	NODE_1173_length_703_cov_1.645367	Anelloviridae	Flaviviridae	0.0	0.11	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.16	0.1	0.0	0.04	0.09	0.02	0.07	0.02	0.03	0.04	0.0	0.02	0.01	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.13	0.06	0.0	35.577.514	33.308.846	47.868.066	5.750.652	39.193.383	33.502.113	52.731.982	5.773.908	25.283.666	20.867.225	21.813.363	63.145.426	1.211.137	37.408.092	4.196.866	41.896.473	29.899.053	8.020.709	33.990.075	5.423.552	4.162.654	3.320.298	14.734.991	15.224.558	36.154.634	32.275.142	30.975.526	34.646.834	12.716.119	6.117.614	75.437.645	21.847.394	12.003.457	37.390.313	61.17	703	MFS_1	MFS transporter [Labrys okinawensis]	79.915	2.58e-119	357.0
FN16	NODE_290_length_1396_cov_2.802123	Sedoreoviridae	Sedoreoviridae	0.0	0.09	0.0	0.04	0.0	0.0	0.03	0.0	0.0	0.1	0.05	0.0	0.0	0.02	0.06	0.14	0.03	0.05	0.02	0.01	0.01	0.01	0.03	0.01	0.03	0.0	0.0	0.05	0.01	0.02	0.0	0.18	0.01	0.0	3.254.065	24.336.485	4.302.996	4.721.624	26.603.357	30.642.403	6.720.547	65.277.913	2.312.548	3.951.552	35.132.961	48.849.676	52.858.954	3.421.496	8.315.623	34.942.415	2.431.258	16.574.679	38.328.017	55.447.877	4.025.606	33.919.374	33.313.888	23.188.784	33.068.508	3.014.913	28.331.482	31.689.415	11.934.067	6.902.623	25.065.595	5.600.451	15.041.353	3.419.871	60.46	1396	PLDc_2	phospholipase D-like domain-containing protein [Xanthobacteraceae bacterium]	79.444	0.0	555.0
FN16	NODE_1172_length_703_cov_2.174121	Sedoreoviridae	Flaviviridae	0.0	0.06	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.16	0.03	0.0	0.02	0.04	0.04	0.14	0.0	0.05	0.05	0.0	0.02	0.0	0.01	0.05	0.04	0.0	0.0	0.02	0.01	0.02	0.01	0.15	0.05	0.0	10.410.681	3.484.145	18.862.351	17.263.787	11.468.756	9.803.378	20.558.946	2.995.531	89.976.296	1.191.233	13.383.875	14.220.082	19.603.914	10.946.344	15.003.709	10.328.089	9.596.647	17.415.114	9.721.653	15.870.382	27.720.307	9.715.851	23.766.283	10.077.751	10.579.558	9.420.833	9.064.049	10.138.347	51.172.553	68.307.966	15.842.587	6.561.231	83.418.794	10.941.143	63.58	703	MFS_1	class I adenylate-forming enzyme family protein [Bradyrhizobium prioriisuperbiae]	78.065	2.16e-74	246.0
FN16	NODE_1043_length_757_cov_2.598529	Sedoreoviridae	Flaviviridae	0.0	0.06	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.18	0.06	0.0	0.03	0.05	0.01	0.16	0.01	0.07	0.03	0.0	0.02	0.0	0.02	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.18	0.07	0.0	1,32E+02	1.964.154	1,90E+01	1,76E+02	1,14E+02	1,24E+03	2,36E+02	11.444.497	9,39E+00	3,08E+02	2,00E+01	2,18E+01	1,77E+02	1,39E+02	2,61E+02	1,62E+02	3,13E+02	1.279.228	2,16E+02	2,01E+01	4,00E+02	1,23E+02	2,95E+02	12.486.547	1,34E+02	1,05E+02	1,15E+02	1,29E+02	4,95E+02	29.180.795	1,42E+01	9.938.393	3.773.512	1,39E+03	64.46	757	APH	aminoglycoside phosphotransferase family protein [Bradyrhizobium lablabi]	85.714	2.19e-148	431.0
FN16	NODE_998_length_779_cov_2.967236	Anelloviridae	Sedoreoviridae	0.0	0.08	0.0	0.01	0.0	0.0	0.03	0.0	0.0	0.07	0.1	0.0	0.07	0.09	0.03	0.08	0.0	0.08	0.01	0.0	0.02	0.0	0.01	0.03	0.04	0.0	0.0	0.01	0.0	0.02	0.01	0.14	0.07	0.0	25.253.582	5.026.496	33.789.256	2.910.279	2.064.588	23.780.423	5.183.797	30.579.895	17.946.828	9.115.625	15.730.456	6.744.575	3.326.411	31.084.735	64.574.764	26.392.057	23.252.114	29.712.614	34.044.706	38.497.385	72.944.225	33.788.644	2.079.411	41.102.525	28.033.338	25.732.245	21.987.006	2.459.297	19.824.667	114.848.256	6.013.077	10.869.711	3.386.288	26.540.342	62.39	779	MFS_1	MFS transporter [Bradyrhizobium sp. SZCCHNS2002]	87.259	2,89E-130	428.0
FN16	NODE_736_length_904_cov_3.038694	Anelloviridae	Matonaviridae	0.0	0.08	0.0	0.02	0.0	0.02	0.05	0.01	0.0	0.11	0.07	0.0	0.04	0.05	0.02	0.21	0.01	0.07	0.09	0.0	0.03	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.02	0.0	0.04	0.04	0.01	67.730.405	56.655.055	14.003.437	6.399.857	43.962.232	63.779.345	14.010.516	8.201.556	4.813.356	9.236.801	8.707.354	14.332.292	938.685	5.752.943	76.929.275	6.188.823	11.911.335	58.686.705	2.010.408	10.325.044	8.289.477	10.180.647	61.792.717	22.856.558	68.829.063	24.687.087	5.896.941	659.586	34.647.272	10.978.514	4.552.789	34.230.512	32.109.963	711.815	67.37	904	MFS_1	MFS transporter [Bradyrhizobium prioriisuperbiae]	84.385	5.67e-124	371.0
FN16	NODE_680_length_936_cov_1.910361	Sedoreoviridae	Sedoreoviridae	0.0	0.03	0.0	0.02	0.0	0.0	0.04	0.0	0.0	0.12	0.09	0.0	0.04	0.08	0.06	0.12	0.0	0.04	0.02	0.0	0.03	0.02	0.01	0.01	0.01	0.01	0.0	0.01	0.0	0.01	0.0	0.16	0.07	0.0	9.061.239	9.732.497	10.861.739	15.248.443	9.982.166	8.532.651	3.376.522	9.901.547	64.394.996	307.841	6.551.414	1.860.387	19.030.595	11.153.516	6.673.739	7.786.907	12.197.016	12.107.299	11.214.268	13.813.248	22.751.952	8.456.469	165.432	68.392.674	10.058.638	89.345.546	78.891.584	88.242.005	18.334.648	17.035.918	7.766.071	85.174.686	55.578.064	95.229.415	62.29	936	MFS_1	LysR substrate-binding domain-containing protein, partial [Streptomyces sp. AcH 505]	100.0	6.87e-100	305.0
FN16	NODE_608_length_980_cov_28.950804	Retroviridae	Sedoreoviridae	0.0	0.09	0.03	0.01	0.0	0.0	0.09	0.0	0.0	0.01	0.0	0.05	0.01	0.0	0.0	0.0	0.01	0.0	0.11	0.01	0.02	0.0	0.09	0.06	0.03	0.02	0.01	0.0	0.0	0.12	0.0	0.21	0.02	0.0	3.625.882	21.347.411	2.981.372	44.704.843	37.743.716	3.414.366	5.938.121	3.549.585	25.767.836	64.594.735	28.194.147	597.396	9.861.189	34.554.518	7.208.129	24.925.335	46.382.635	9.931.005	22.485.442	40.997.542	28.819.306	37.398.384	16.036.346	35.219.148	36.846.974	32.811.315	315.687	35.310.304	5.701.507	5.103.091	38.916.213	43.148.032	32.702.976	38.106.335	38.78	980	rve	Ribonuclease H [Citrus sinensis]	75.0	1.35e-96	192.0
FN16	NODE_450_length_1118_cov_1.864553	Sedoreoviridae	Flaviviridae	0.02	0.11	0.0	0.0	0.0	0.01	0.03	0.0	0.0	0.18	0.11	0.0	0.04	0.04	0.1	0.01	0.01	0.02	0.02	0.0	0.03	0.0	0.03	0.02	0.0	0.01	0.0	0.0	0.0	0.02	0.0	0.15	0.04	0.0	14.970.051	47.237.775	12.417.546	19.475.775	15.014.325	14.096.779	20.652.662	15.979.869	10.638.682	29.561.743	20.886.865	10.984.971	23.716.318	15.740.303	25.370.864	21.674.593	3.868.274	141.564	14.569.219	15.143.178	14.169.582	16.438.712	29.344.563	9.485.215	15.212.889	11.843.579	13.033.659	14.578.449	5.271.529	13.515.586	13.145.246	8.822.385	18.085.485	15.732.829	59.66	1118	Abhydrolase_1	alpha/beta fold hydrolase [Bradyrhizobium sp. LTSP885]	67.235	2.09e-149	436.0
